text,ref,translated,source_zip_file,similarity_score,language_pair,source_lang,target_lang,model,file_path,similarity_score_pct,Unnamed: 2,Unnamed: 3
"Akanfoɔ amammerɛ mu no, afadeɛ ne ahosiesie yɛ biribi a wɔntoto no ase koraa. wohwɛ mu a, wɔn ahosiesie ka nneɛma ahodoɔ a ɛma wɔda nso firi kasakuo afoforɔ ho no ho.","In Akan culture, festivals and dress are not underestimated. you see, their dress is among the various factors that also distinguish them from other dialects.","In Akan culture, adornment and grooming are never underestimated. Indeed, their appearance is among the various things that distinguish them from other ethnic groups.",run_1,0.80517578125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,80.517578125,,
Bɔ mmɔden na taa tenetene w'apom.,Try to exercise regularly.,Make an effort to stretch your body often.,run_1,0.65869140625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,65.869140625,,
"Ɛsiane sɛ na Bafo Pem suro sɛ Abonofoɔ yi bɛtumi ayi no ama nti, ɔmaa wɔnomm abosom; ɛne sɛ, wɔtwaa wɔn mogya guu nsuom maa obiara nomm bi.","since Bafo Pem was afraid that the of Bono will be taken off the throne, he gave them gods, that is , they spilled their blood into water to be taken by all.","Because Bafo Pem was afraid that these conspirators could overthrow him, he made them swear an oath; that is, they drew their blood and poured it into water, and everyone drank some.",run_1,0.5859375,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,58.59375,,
"Wɔn akraboa ne anene (kwaakwaadabi), ne asona wɔ.",Their totem is crow and wild boar.,"Their totem animal is the crow (pied crow), and they are Asona.",run_1,0.79150390625,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,79.150390625,,
Adeɛ baako pa ara nti a nnipa yɛ mmɔntohɔ ne osuro anaasɛ ehu.,One of the main reasons people are procrastinated is fear or dread.,The very one reason why people are violent is fear or terror.,run_1,0.434814453125,twi-eng,twi,eng,gemini-2.5-flash,output_combined/twi-eng/twi-eng_gemini-2.5-flash.csv,43.4814453125,,
"Deɛ ɛtwa toɔ no, sɛ wotaa di aduaba yi a, ɛbɛboa ama wo nipadua no atumi ako atia yareɛ koankorɔ binom na asane nso ama nipadua no fa a ɛko tia nyarewa no atumi ayɛ adwuma yie.","Finally, regular consumption of this fruit will help your body fight off certain diseases and also improve the immune system.","Finally, regular consumption of this fruit will help your body fight off certain diseases and also improve the functioning of the immune system.",run_1,0.99853515625,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,99.853515625,,
"Ebinom fa nneyɛeɛ a ɛsɛ sɛ yɛda no adi ma yɛn nsa ka apɔmuden pa ho, ebinom fa nnuane a ɛsɛ sɛ yɛdi, nnuro a ɛsɛ sɛ yɛtumi fa ne dodoɔ a ɛtwa sɛ yɛde kɔ yɛn nipadua mu ho.","Some are about the behaviors we need to exhibit to achieve good health, others are about the foods we need to eat, the medications we need to be able to take and the amounts we need to take into our bodies.","Some are about the behaviors we need to exhibit to achieve good health, others are about the foods we need to eat, the medications we need to be able to take and the amounts we need to take into our bodies.",run_1,1.0,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,100.0,,
"Ɛbinom nso wᴐ hᴐ a sε wᴐdi aduane a wᴐn yafunu mpε anaa εnyε mma wᴐn yafunu a, εma wᴐnya ayamtim anaa εma wᴐn ayamtim yε kεse.",There are others who develop or aggravate asthma when they eat foods that their stomachs do not like or are not suitable for their stomachs.,There are others who develop or aggravate asthma when they eat foods that their stomachs do not like or are not suitable for their stomachs.,run_1,1.0,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,100.0,,
Ayaresabea nyɛ fie.,Hospital is not like home.,A hospital is not a home.,run_1,0.82666015625,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,82.666015625,,
"Ɛwom, obi nhyɛ da ntwɛn sɛ yadeɛ bi bɛba ne so, anaasɛ ɔnyɛ obiara pɛ me sɛ ɔbɛkɔ mmerɛyɛ mu.","Although nobody lives to await sickness, nor wishes to fall sick or become weak.","Of course, no one deliberately waits for an illness to strike, nor does anyone want me to go into weakness.",run_1,0.638671875,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,63.8671875,,
"3. Wɔ Bono Mantam; Baka a ɛwɔ Bui, Nsuo mu ban a ɛwɔ Bui.","3. In Bono County; Baka at Bui, Water fence at Bui.","3. In Bono County; Baka at Bui, Water fence at Bui.",run_1,1.0,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,100.0,,
"Wɔtumi dua ntɔmmɛ, aborɔbɛ anaasɛ kwadu wɔ wɔn mfuo no ano de to hyeɛ.","They can create these boundaries with pineapple, banana, or any such plant.","They can plant figs, figs or quail at the edges of their fields as a border.",run_1,0.60986328125,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,60.986328125,,
Ɛbεboa yεn Abibifoᴐ yi nso ama yεahunu sε adeε titire a εde ewiem nsakraeε ba ne nnua mu kaabᴐn a εnni soro wᴐ yεn nsase soᴐ no.,It will also help us Africans to recognize that the main cause of climate change is the lack of carbon dioxide in our lands.,It will also help us Africans to recognize that the main cause of climate change is the lack of carbon dioxide in our lands.,run_1,1.0,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,100.0,,
"Nnipa bebree na kɔ kommyɛ mu ɛnam yadeɛ a ɛteetee wɔn nti, ɛno nti metu wo fo sɛ, ma w'apɔmuden ho nhia wo.","A lot of people turn to be depressed when suffering sickness. Hence, you're advised to be very vigilant about your health.","Many people go into silence because of illness, so I advise you to take your health seriously.",run_1,0.537109375,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,53.7109375,,
"Saa nneyԑeԑ yi si nnuannennuro a ԑwᴐ aduane no mu no kwan, na ԑmma no nnyԑ deԑ ԑsԑ sԑ ԑyԑ wᴐ nipadua no mu.","These processes interfere with the absorption of nutrients in the food, preventing them from doing what they should in the body.","These processes interfere with the absorption of nutrients in the food, preventing them from doing what they should in the body.",run_1,1.0,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,100.0,,
"Nanso deɛ ɛteɛ ne sɛ, ntoma ankasa deɛ, n'abɔseɛ mfiri Akanman mu.",But the fact is that the cloth itself is not of Akan origin.,"But the fact is, the fabric itself is not of Akan origin.",run_1,0.95849609375,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,95.849609375,,
"Wᴐkyerε sε, berε a mfifideε de kaabᴐn yi sie no yε adeε a nsesan ne nwura ahodoᴐ binom a wᴐnyini wᴐ mmerε binom mu deε no yε tia, εna nnua a afe biara wᴐnyini no nso deε ware kakra.",It is shown that the storage time of this carbon by plants is shorter than that of some seasonal weed species and slightly longer than that of annual trees.,The storage time of this carbon by plants is shown to be shorter than that of some seasonal weed species and slightly longer than that of annual trees.,run_1,0.9912109375,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,99.12109375,,
"Ɛte sei deɛ a, ɛnneɛ adɛn na awofoɔ binom bu wɔn mma abam ma wɔhunu wɔn ho sɛ mfasoɔ biara nni wɔn so yi?","Why, then, do some parents discourage their children for them to feel worthless?","Why, then, do some parents discourage their children from feeling worthless?",run_1,0.9873046875,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,98.73046875,,
Wei maa no bɛfaa n’adwomfoɔ no bi kɔkaa ho maa wɔkyerɛɛ Asanteman adwinneɛ.,This made him to come and pick some of his people to add up and to teach Asanteman sense.,This led him to involve some of his artists in teaching Asanteman art.,run_1,0.491943359375,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,49.1943359375,,
Kwan a Obi Bɛtumi Afa so Abɔ ne Ho ban a Ne Dwonsɔtoa a Ɛkyi Nsuo Ho Nka.,How to Protect Yourself Without Sensitivity to Water-Averse Bowel,How to Protect Yourself Without Sensitivity to Water-Averse Bowel.,run_1,0.99365234375,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,99.365234375,,
"Tɔfabɔ mu no, ahwɛgorɔ yi fa aberanteɛ bi a wɔfrɛ no Isaac ho, Ɔyɛ ɔbarima bi a n'afipamfoɔ nyinaa pɛ n'asɛm pa ara.","In part, this play is about a young man named Isaac, He is a man who is very popular with all his neighbors.","In part, this play is about a young man named Isaac, He is a man who is very popular with all his neighbors.",run_1,1.0,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,100.0,,
"Mo mmienu nyi nna bi nsi hᴐ a mode bԑyԑ biribi soronko koraa; sԑ ԑyԑ agodie, mpaebᴐ, anaa sԑ morekᴐgye moani abᴐ mu wᴐ baabi soronko bi wc berԑ soronko bi mu.","Set aside days for the two of you to do something completely different; whether it is playing, praying, or having fun together in a special place at a special time.","Set aside days for the two of you to do something completely different; whether it is playing, praying, or having fun together in a special place at a special time.",run_1,1.0,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,100.0,,
Ɛnneɛ adɛn na wonkyɛ mma afoforɔ na wɔn nso nnya mu kyɛfa?,So why not share it with others so they can share in it?,So why not share it with others so they can share in it?,run_1,1.0,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,100.0,,
Ebi nni ho nso a wɔtwerɛ no sɛ ɔyɛ 'negative'.,"if some is not there, they write it negative.",Some are also labeled 'negative',run_1,0.6669921875,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,66.69921875,,
Adidie basabasa bi te sɛ asikyire anaa adɔkɔdɔkɔ nnuanedie bebree nso tumi kɔfa saa yadeɛ yi ba.,eating more sugar or eating more sweet foods can also cause this disease.,Some eating disorders such as eating too much sugar or sweets can also cause this disease.,run_1,0.85791015625,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,85.791015625,,
"Afei nso, wɔsan kyerɛ sɛ, salmɔn tumi boa ma nipadua no nya Vaetamɛn D a ɛboa ma apemfoɔ ne abɔfra no nyinaa nnompe mu yɛ den na wɔsan nya apɔmuden pa nso.","In addition, salmon is also shown to provide vitamin D, which helps to strengthen bones and restore good health in both the mother and child.","In addition, salmon is also shown to help the body absorb Vitamin D which helps to strengthen the bones of both the mother and the baby and also to restore good health.",run_1,0.96337890625,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,96.337890625,,
Sԑ wo ne obi de paneԑ koro anaa nneԑma a wᴐde yԑ nnuro ho adwuma,If you share the same pants or equipment,If you share the same pants or equipment,run_1,1.0,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,100.0,,
"Amansini nnan binom wɔ hɔ a, ɛwom sɛ wɔn ho kyere wɔn deɛ, nanso ɛnyɛ nea ano yɛ den sɛ nkaeɛ a yɛabobɔ so no.","there are four other districts, though they also live in poverty, but it is not all that serious as those that have been mentioned.","There are four districts that, although in trouble, are not as severe as the rest mentioned above.",run_1,0.703125,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,70.3125,,
"Yei kyerɛ sɛ, ɔdii adeɛ mfeɛ aduoson ne nnafua ahanu ne dunan.","This shows that she reigned as a Queen for seventy (70) years, two hundred and fourteen(214) days.",This means that he reigned seventy years and two hundred and fourteen days.,run_1,0.78369140625,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,78.369140625,,
"Nanso, wɔn a wɔdua tɔn no deɛ, wɔdua nnɔbaeɛ baako pɛ wɔ asase kɛseɛ pa ara so.","However, the ton growers grow only one crop on a very large area.","However, the ton growers grow only one crop on a very large area.",run_1,1.0009765625,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,100.09765625,,
Afei pra wo dan mu berɛ biara na siesie hɔ.,Then clean and tidy your room regularly.,Then regularly clean and tidy your room.,run_1,0.96630859375,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,96.630859375,,
"Awofoɔ, momma mo anom nsɛm nyɛ nhyira deɛ wɔ mo mma so.","Parents, let your words be a blessing to your children.","Parents, let your words be a blessing to your children.",run_1,1.0,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,100.0,,
"Saa nsa mmienu yinom mu na wɔtumi noa, sɔne so, bɛnya apɛtɛsi.",From these two wines is where they are able to produce the alcoholic beverage called akpeteshie.,"In these two hands they can cook, stir, get apple juice.",run_1,0.2265625,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,22.65625,,
Nnawɔtwe yi ahyɛaseɛ mu ara na Ghana sikakorabea ne sikakorabea ahodoɔ ne mpanimfoɔ a wɔda sikakorabea a ɛsesa sika kɔ sika foforɔ mu no hyiaeɛ.,"At the beginning of this week, the Ghana Bankers Association held a meeting with the Bank of Ghana to discuss strategies and measures for effectively managing the country's financial resources.","Just earlier this week, Ghana’s banks and banks met with officials from the foreign exchange bank.",run_1,0.765625,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,76.5625,,
"Tete no, na sɛ ɔbaa anaa ɔbarima bi nwo a, wɔtumi gyina so gu awareɛ no.","In the olden  days, if a man or a woman is impotent, they sometimes rely on it to de-solve the marriage.","In ancient times, divorce was possible on the grounds of infertility.",run_1,0.5703125,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,57.03125,,
"Anas Aremeyaw Anas de too dwa sɛ, Owura Charles Adu Boahen kaa sɛ, ""Sika a Ɔmanpanin abɛdiakyire no hia ara ne Amerika sika $200,000 a ɛbɛdi adanseɛ sɛ onipa a ɔrehwehwɛ adwuma no ayɛ krado sɛ ɔpɛ sɛ ɔhunu no ne no di nkitaho biara a ɛfa adwuma no ho sɛdeɛ ɛsɛ.","Anas Aremeyaw Anas announced that Mr. Charles Adu Boahen said, ""The only money the Vice President needs is US$200,000 to prove that the person applying for the job is willing to see him and make any contact with him of the work properly.","Anas Aremeyaw Anas announced that Mr. Charles Adu Boahen said, ""The only money the Vice President needs is US$200,000 to prove that the applicant is willing to see him and deal with him properly.",run_1,0.98779296875,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,98.779296875,,
"Ɛno nti, εyε a ᴐmpε sε ᴐbεhunu saa asεm no bi anaa biribi a εte saa.","Therefore, sometimes he may not want to experience that incident or something of that sort.",That's why he doesn't want to know any of that or anything like that.,run_1,0.467529296875,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,46.7529296875,,
"Ɛno nti, Akanfoɔ ntoto abadintoɔ amammerɛ yi ase koraa.","Therefore, the Akans do not overlook this traditional naming culture at all.","Therefore, the Akans do not understand this abadinto culture at all.",run_1,0.444091796875,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,44.4091796875,,
"Nsɛm bi a ekuo no de too dwa mu no, wɔkaa sɛ, wɔgye tom sɛ fangoo boɔ ayɛ den wɔ ɔman yi mu baabiara deɛ, nanso ɛsɛ sɛ aban no hunu sɛ ɛpokorɔ adwuma no nte sɛ nnwuma nkaeɛ no a wɔtumi yɛ no berɛ biara no.","The group continued that, they agree that the price of the fuel is expensive but the government should subsidies the price for them because seasonal variation of their work","In a statement, the group said that although it is acknowledged that coal prices have increased across the country, the government should recognize that the coal industry is not like other industries that can be done at all times.",run_1,0.58251953125,twi-eng,twi,eng,googletrans,output_combined/twi-eng/twi-eng_googletrans.csv,58.251953125,,
